PO Number,Order Date,Supplier,Supplier Country,Item No,Item Description,Qty Ordered,Unit Cost,Freight,Duty,Landed Cost,Currency,Ship To,Promised Date,Received Date,Qty Received
PO-202505-0265,2025-05-01,Kotara Steel Products,India,HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),90,24.88,2.09,1.44,28.41,USD,100047,2025-07-13,2025-07-13,85
PO-202505-0266,2025-05-02,Thermaline Systems,Mexico,HRD290145,2 IN PVC DWV SANITARY TEE HUB,2272,4.60,0.11,0.00,4.71,USD,100649,2025-06-10,2025-06-09,2272
PO-202505-0267,2025-05-02,Kotara Steel Products,India,HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,492,7.63,0.64,0.44,8.71,USD,100205,2025-07-14,2025-07-13,492
PO-202505-0268,2025-05-02,Kotara Steel Products,India,HRD900001,6 IN DUCTILE IRON MJ GATE VALVE (NEW SKU),11,564.07,47.38,32.72,644.17,USD,100959,2025-07-14,2025-07-11,11
PO-202505-0269,2025-05-04,Larsen Brass & Bronze,USA,HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,106,101.78,0.00,0.00,101.78,USD,100047,2025-05-23,2025-05-22,106
PO-202505-0270,2025-05-04,Gulf States Polymer,USA,HRD512066,1/2 IN x 300FT PEX-B TUBING RED,114,66.89,0.00,0.00,66.89,USD,100959,2025-06-16,2025-06-15,114
PO-202505-0271,2025-05-05,Anhui Precision Fittings,China,HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,287,9.80,0.76,1.23,11.79,USD,100959,2025-06-27,2025-06-24,287
PO-202505-0272,2025-05-06,Gulf States Polymer,USA,HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2035,7.15,0.00,0.00,7.15,USD,100205,2025-06-18,2025-06-18,2035
PO-202505-0273,2025-05-06,Nordflow Valve Works,Germany,HRD900001,6 IN DUCTILE IRON MJ GATE VALVE (NEW SKU),19,594.23,30.31,16.04,640.58,USD,100571,2025-06-03,2025-05-31,19
PO-202505-0274,2025-05-07,Larsen Brass & Bronze,USA,HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,584,19.19,0.00,0.00,19.19,USD,100117,2025-05-26,2025-05-25,539
PO-202505-0275,2025-05-07,Thermaline Systems,Mexico,HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),92,85.33,2.05,0.00,87.38,USD,100047,2025-06-15,2025-06-15,92
PO-202505-0276,2025-05-09,Kotara Steel Products,India,HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2698,1.58,0.13,0.09,1.80,USD,100205,2025-07-21,2025-07-21,2698
PO-202505-0277,2025-05-09,Gulf States Polymer,USA,HRD512066,1/2 IN x 300FT PEX-B TUBING RED,117,64.60,0.00,0.00,64.60,USD,100349,2025-06-21,2025-06-21,117
PO-202505-0278,2025-05-09,Thermaline Systems,Mexico,HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),80,83.71,2.01,0.00,85.72,USD,100571,2025-06-17,2025-06-27,80
PO-202505-0279,2025-05-13,Anhui Precision Fittings,China,HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,10,243.48,18.99,30.44,292.91,USD,100649,2025-07-05,2025-07-03,10
PO-202505-0280,2025-05-15,Larsen Brass & Bronze,USA,HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,130,98.39,0.00,0.00,98.39,USD,100205,2025-06-03,2025-06-15,130
PO-202505-0281,2025-05-15,Kotara Steel Products,India,HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,12,468.28,39.34,27.16,534.78,USD,100047,2025-07-27,2025-07-24,12
PO-202505-0282,2025-05-17,Gulf States Polymer,USA,HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,1566,2.43,0.00,0.00,2.43,USD,100047,2025-06-29,2025-06-26,1566
PO-202505-0283,2025-05-19,Gulf States Polymer,USA,HRD290145,2 IN PVC DWV SANITARY TEE HUB,2514,4.91,0.00,0.00,4.91,USD,100812,2025-07-01,2025-06-28,2514
PO-202505-0284,2025-05-19,Kotara Steel Products,India,HRD900001,6 IN DUCTILE IRON MJ GATE VALVE (NEW SKU),11,567.90,47.70,32.94,648.54,USD,100933,2025-07-31,2025-07-28,11
PO-202505-0285,2025-05-20,Larsen Brass & Bronze,USA,HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,111,99.48,0.00,0.00,99.48,USD,100933,2025-06-08,2025-06-13,111
PO-202505-0286,2025-05-21,Cascade Copper Mills,USA,HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,566,19.17,0.00,0.00,19.17,USD,100349,2025-06-07,2025-06-05,566
PO-202505-0287,2025-05-21,Larsen Brass & Bronze,USA,HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2884,2.31,0.00,0.00,2.31,USD,100571,2025-06-09,2025-06-07,2884
PO-202505-0288,2025-05-21,Kotara Steel Products,India,HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),126,24.62,2.07,1.43,28.12,USD,100812,2025-08-02,2025-07-31,126
PO-202505-0289,2025-05-22,Cascade Copper Mills,USA,HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,11,291.83,0.00,0.00,291.83,USD,100349,2025-06-08,2025-06-06,11
PO-202505-0290,2025-05-22,Thermaline Systems,Mexico,HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,7,1433.49,34.40,0.00,1467.89,USD,100205,2025-06-30,2025-06-30,7
PO-202505-0291,2025-05-23,Anhui Precision Fittings,China,HRD290145,2 IN PVC DWV SANITARY TEE HUB,2053,3.88,0.30,0.49,4.67,USD,100349,2025-07-15,2025-07-22,2053
PO-202505-0292,2025-05-23,Larsen Brass & Bronze,USA,HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,416,12.00,0.00,0.00,12.00,USD,100571,2025-06-11,2025-06-09,416
PO-202505-0293,2025-05-23,Pacific Rim Tooling,Vietnam,HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),141,77.62,6.29,4.81,88.72,USD,100812,2025-06-30,2025-06-30,141
PO-202505-0294,2025-05-25,Larsen Brass & Bronze,USA,HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,3254,2.34,0.00,0.00,2.34,USD,100812,2025-06-13,2025-06-16,3254
PO-202506-0295,2025-06-02,Nordflow Valve Works,Germany,HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,570,11.29,0.58,0.30,12.17,USD,100933,2025-06-30,2025-06-29,570
PO-202506-0296,2025-06-03,Nordflow Valve Works,Germany,HRD900001,6 IN DUCTILE IRON MJ GATE VALVE (NEW SKU),19,579.90,29.57,15.66,625.13,USD,100117,2025-07-01,2025-06-30,19
PO-202506-0297,2025-06-04,Anhui Precision Fittings,China,HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,1917,1.49,0.12,0.19,1.80,USD,100933,2025-07-27,2025-07-24,1917
PO-202506-0298,2025-06-04,Kotara Steel Products,India,HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),125,25.23,2.12,1.46,28.81,USD,100349,2025-08-16,2025-08-15,125
PO-202506-0299,2025-06-05,Anhui Precision Fittings,China,HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,1991,1.49,0.12,0.19,1.80,USD,100649,2025-07-28,2025-07-27,1991
PO-202506-0300,2025-06-05,Gulf States Polymer,USA,HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2115,2.36,0.00,0.00,2.36,USD,100205,2025-07-18,2025-07-15,2115
PO-202506-0301,2025-06-06,Gulf States Polymer,USA,HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,4238,7.18,0.00,0.00,7.18,USD,100117,2025-07-19,2025-07-18,4238
PO-202506-0302,2025-06-08,Cascade Copper Mills,USA,HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,8,283.12,0.00,0.00,283.12,USD,100959,2025-06-25,2025-06-23,8
PO-202506-0303,2025-06-08,Cascade Copper Mills,USA,HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,682,19.32,0.00,0.00,19.32,USD,100205,2025-06-25,2025-07-01,682
PO-202506-0304,2025-06-09,Thermaline Systems,Mexico,HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,16,1481.57,35.56,0.00,1517.13,USD,100959,2025-07-18,2025-07-21,16
PO-202506-0305,2025-06-10,Kotara Steel Products,India,HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,4,453.83,38.12,26.32,518.27,USD,100349,2025-08-22,2025-08-20,4
PO-202506-0306,2025-06-10,Kotara Steel Products,India,HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,551,7.35,0.62,0.43,8.40,USD,100047,2025-08-22,2025-08-22,551
PO-202506-0307,2025-06-10,Anhui Precision Fittings,China,HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,410,7.16,0.56,0.90,8.62,USD,100933,2025-08-02,2025-08-07,410
PO-202506-0308,2025-06-11,Cascade Copper Mills,USA,HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,637,19.97,0.00,0.00,19.97,USD,100047,2025-06-28,2025-06-26,637
PO-202506-0309,2025-06-13,Cascade Copper Mills,USA,HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,8,293.93,0.00,0.00,293.93,USD,100349,2025-06-30,2025-06-29,8
PO-202506-0310,2025-06-13,Thermaline Systems,Mexico,HRD512066,1/2 IN x 300FT PEX-B TUBING RED,104,64.15,1.54,0.00,65.69,USD,100349,2025-07-22,2025-07-20,104
PO-202506-0311,2025-06-14,Gulf States Polymer,USA,HRD290145,2 IN PVC DWV SANITARY TEE HUB,3671,4.87,0.00,0.00,4.87,USD,100349,2025-07-27,2025-07-26,3671
PO-202506-0312,2025-06-14,Pacific Rim Tooling,Vietnam,HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),117,76.23,6.17,4.73,87.13,USD,100205,2025-07-22,2025-07-21,117
PO-202506-0313,2025-06-15,Cascade Copper Mills,USA,HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,395,20.15,0.00,0.00,20.15,USD,100812,2025-07-02,2025-07-01,395
PO-202506-0314,2025-06-15,Gulf States Polymer,USA,HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,3432,7.15,0.00,0.00,7.15,USD,100571,2025-07-28,2025-08-01,3432
PO-202506-0315,2025-06-16,Kotara Steel Products,India,HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,5,471.05,39.57,27.32,537.94,USD,100812,2025-08-28,2025-08-27,5
PO-202506-0316,2025-06-17,Nordflow Valve Works,Germany,HRD900001,6 IN DUCTILE IRON MJ GATE VALVE (NEW SKU),10,600.14,30.61,16.20,646.95,USD,100349,2025-07-15,2025-07-19,10
PO-202506-0317,2025-06-21,Kotara Steel Products,India,HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2189,1.54,0.13,0.09,1.76,USD,100812,2025-09-02,2025-09-02,2189
PO-202506-0318,2025-06-23,Kotara Steel Products,India,HRD900001,6 IN DUCTILE IRON MJ GATE VALVE (NEW SKU),14,541.70,45.50,31.42,618.62,USD,100205,2025-09-04,2025-09-05,14
PO-202506-0319,2025-06-24,Pacific Rim Tooling,Vietnam,HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,114,88.07,7.13,5.46,100.66,USD,100047,2025-08-01,2025-07-30,114
PO-202506-0320,2025-06-24,Anhui Precision Fittings,China,HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),99,23.64,1.84,2.96,28.44,USD,100117,2025-08-16,2025-08-24,99
PO-202507-0321,2025-07-02,Larsen Brass & Bronze,USA,HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,8,286.93,0.00,0.00,286.93,USD,100959,2025-07-21,2025-07-28,8
PO-202507-0322,2025-07-03,Gulf States Polymer,USA,HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,3962,7.14,0.00,0.00,7.14,USD,100349,2025-08-15,2025-08-25,3962
PO-202507-0323,2025-07-04,Nordflow Valve Works,Germany,HRD900001,6 IN DUCTILE IRON MJ GATE VALVE (NEW SKU),14,604.76,30.84,16.33,651.93,USD,100959,2025-08-01,2025-08-05,14
PO-202507-0324,2025-07-05,Thermaline Systems,Mexico,HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,9,515.25,12.37,0.00,527.62,USD,100933,2025-08-13,2025-08-24,9
PO-202507-0325,2025-07-05,Pacific Rim Tooling,Vietnam,HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),36,79.56,6.44,4.93,90.93,USD,100349,2025-08-12,2025-08-11,36
PO-202507-0326,2025-07-06,Cascade Copper Mills,USA,HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,19,289.92,0.00,0.00,289.92,USD,100117,2025-07-23,2025-07-22,19
PO-202507-0327,2025-07-06,Cascade Copper Mills,USA,HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,309,19.29,0.00,0.00,19.29,USD,100047,2025-07-23,2025-07-23,309
PO-202507-0328,2025-07-06,Pacific Rim Tooling,Vietnam,HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,83,86.55,7.01,5.37,98.93,USD,100649,2025-08-13,2025-08-10,73
PO-202507-0329,2025-07-07,Gulf States Polymer,USA,HRD512066,1/2 IN x 300FT PEX-B TUBING RED,95,65.02,0.00,0.00,65.02,USD,100117,2025-08-19,2025-08-29,95
PO-202507-0330,2025-07-07,Larsen Brass & Bronze,USA,HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2780,2.38,0.00,0.00,2.38,USD,100571,2025-07-26,2025-07-25,2780
PO-202507-0331,2025-07-08,Nordflow Valve Works,Germany,HRD900001,6 IN DUCTILE IRON MJ GATE VALVE (NEW SKU),7,574.85,29.32,15.52,619.69,USD,100117,2025-08-05,2025-08-05,7
PO-202507-0332,2025-07-09,Nordflow Valve Works,Germany,HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,518,10.85,0.55,0.29,11.69,USD,100812,2025-08-06,2025-08-12,518
PO-202507-0333,2025-07-09,Nordflow Valve Works,Germany,HRD900001,6 IN DUCTILE IRON MJ GATE VALVE (NEW SKU),17,591.36,30.16,15.97,637.49,USD,100812,2025-08-06,2025-08-11,17
PO-202507-0334,2025-07-11,Pacific Rim Tooling,Vietnam,HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,410,17.06,1.38,1.06,19.50,USD,100812,2025-08-18,2025-08-16,374
PO-202507-0335,2025-07-11,Anhui Precision Fittings,China,HRD290145,2 IN PVC DWV SANITARY TEE HUB,3115,4.04,0.32,0.51,4.87,USD,100047,2025-09-02,2025-09-07,3115
PO-202507-0336,2025-07-12,Gulf States Polymer,USA,HRD512066,1/2 IN x 300FT PEX-B TUBING RED,109,65.74,0.00,0.00,65.74,USD,100649,2025-08-24,2025-08-22,109
PO-202507-0337,2025-07-13,Pacific Rim Tooling,Vietnam,HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),51,76.25,6.18,4.73,87.16,USD,100812,2025-08-20,2025-08-19,51
PO-202507-0338,2025-07-15,Thermaline Systems,Mexico,HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,1944,1.81,0.04,0.00,1.85,USD,100117,2025-08-23,2025-08-22,1944
PO-202507-0339,2025-07-15,Larsen Brass & Bronze,USA,HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2530,2.36,0.00,0.00,2.36,USD,100812,2025-08-03,2025-08-02,2530
PO-202507-0340,2025-07-15,Pacific Rim Tooling,Vietnam,HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,16,1350.86,109.42,83.75,1544.03,USD,100571,2025-08-22,2025-08-27,16
PO-202507-0341,2025-07-16,Thermaline Systems,Mexico,HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2642,7.20,0.17,0.00,7.37,USD,100205,2025-08-24,2025-08-21,2642
PO-202507-0342,2025-07-17,Gulf States Polymer,USA,HRD290145,2 IN PVC DWV SANITARY TEE HUB,3557,4.81,0.00,0.00,4.81,USD,100933,2025-08-29,2025-09-04,3557
PO-202507-0343,2025-07-17,Kotara Steel Products,India,HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,572,7.52,0.63,0.44,8.59,USD,100349,2025-09-28,2025-09-27,572
PO-202507-0344,2025-07-17,Kotara Steel Products,India,HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),66,25.53,2.14,1.48,29.15,USD,100047,2025-09-28,2025-09-25,66
PO-202507-0345,2025-07-18,Anhui Precision Fittings,China,HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,487,7.15,0.56,0.89,8.60,USD,100649,2025-09-09,2025-09-06,487
PO-202507-0346,2025-07-20,Gulf States Polymer,USA,HRD290145,2 IN PVC DWV SANITARY TEE HUB,2952,4.96,0.00,0.00,4.96,USD,100349,2025-09-01,2025-09-12,2952
PO-202507-0347,2025-07-21,Cascade Copper Mills,USA,HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,8,282.49,0.00,0.00,282.49,USD,100205,2025-08-07,2025-08-07,8
PO-202507-0348,2025-07-21,Nordflow Valve Works,Germany,HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,377,11.16,0.57,0.30,12.03,USD,100649,2025-08-18,2025-08-16,377
PO-202507-0349,2025-07-22,Pacific Rim Tooling,Vietnam,HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),74,78.02,6.32,4.84,89.18,USD,100959,2025-08-29,2025-08-30,74
PO-202507-0350,2025-07-22,Kotara Steel Products,India,HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),109,24.95,2.10,1.45,28.50,USD,100117,2025-10-03,2025-10-01,109
PO-202507-0351,2025-07-25,Larsen Brass & Bronze,USA,HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,170,100.97,0.00,0.00,100.97,USD,100349,2025-08-13,2025-08-13,170
PO-202508-0352,2025-08-01,Thermaline Systems,Mexico,HRD290145,2 IN PVC DWV SANITARY TEE HUB,2771,4.80,0.12,0.00,4.92,USD,100349,2025-09-09,2025-09-13,2771
PO-202508-0353,2025-08-03,Gulf States Polymer,USA,HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,3691,7.43,0.00,0.00,7.43,USD,100571,2025-09-15,2025-09-20,3691
PO-202508-0354,2025-08-03,Thermaline Systems,Mexico,HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,22,1522.86,36.55,0.00,1559.41,USD,100205,2025-09-11,2025-09-08,22
PO-202508-0355,2025-08-07,Cascade Copper Mills,USA,HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,7,291.14,0.00,0.00,291.14,USD,100117,2025-08-24,2025-08-23,7
PO-202508-0356,2025-08-07,Larsen Brass & Bronze,USA,HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,64,99.51,0.00,0.00,99.51,USD,100812,2025-08-26,2025-09-05,64
PO-202508-0357,2025-08-08,Nordflow Valve Works,Germany,HRD900001,6 IN DUCTILE IRON MJ GATE VALVE (NEW SKU),4,576.48,29.40,15.56,621.44,USD,100933,2025-09-05,2025-09-03,4
PO-202508-0358,2025-08-09,Larsen Brass & Bronze,USA,HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,3249,2.34,0.00,0.00,2.34,USD,100205,2025-08-28,2025-08-28,3177
PO-202508-0359,2025-08-09,Anhui Precision Fittings,China,HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,294,7.03,0.55,0.88,8.46,USD,100959,2025-10-01,2025-09-29,294
PO-202508-0360,2025-08-10,Gulf States Polymer,USA,HRD512066,1/2 IN x 300FT PEX-B TUBING RED,119,65.79,0.00,0.00,65.79,USD,100349,2025-09-22,2025-09-28,119
PO-202508-0361,2025-08-11,Gulf States Polymer,USA,HRD512066,1/2 IN x 300FT PEX-B TUBING RED,165,67.63,0.00,0.00,67.63,USD,100649,2025-09-23,2025-09-29,144
PO-202508-0362,2025-08-12,Nordflow Valve Works,Germany,HRD900001,6 IN DUCTILE IRON MJ GATE VALVE (NEW SKU),5,581.80,29.67,15.71,627.18,USD,100117,2025-09-09,2025-09-09,5
PO-202508-0363,2025-08-13,Cascade Copper Mills,USA,HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,11,288.02,0.00,0.00,288.02,USD,100959,2025-08-30,2025-08-29,11
PO-202508-0364,2025-08-13,Kotara Steel Products,India,HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,361,7.47,0.63,0.43,8.53,USD,100117,2025-10-25,2025-10-24,361
PO-202508-0365,2025-08-14,Larsen Brass & Bronze,USA,HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,90,98.47,0.00,0.00,98.47,USD,100047,2025-09-02,2025-09-01,90
PO-202508-0366,2025-08-14,Thermaline Systems,Mexico,HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,10,516.35,12.39,0.00,528.74,USD,100205,2025-09-22,2025-09-21,10
PO-202508-0367,2025-08-14,Gulf States Polymer,USA,HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,1891,2.37,0.00,0.00,2.37,USD,100349,2025-09-26,2025-09-23,1891
PO-202508-0368,2025-08-15,Kotara Steel Products,India,HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,472,7.69,0.65,0.45,8.79,USD,100205,2025-10-27,2025-10-26,472
PO-202508-0369,2025-08-17,Kotara Steel Products,India,HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,1708,1.60,0.13,0.09,1.82,USD,100959,2025-10-29,2025-10-28,1708
PO-202508-0370,2025-08-17,Kotara Steel Products,India,HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,7,478.06,40.16,27.73,545.95,USD,100649,2025-10-29,2025-10-27,7
PO-202508-0371,2025-08-17,Nordflow Valve Works,Germany,HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,348,11.38,0.58,0.31,12.27,USD,100649,2025-09-14,2025-09-11,348
PO-202508-0372,2025-08-19,Cascade Copper Mills,USA,HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,358,20.48,0.00,0.00,20.48,USD,100933,2025-09-05,2025-09-03,358
PO-202508-0373,2025-08-19,Anhui Precision Fittings,China,HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2141,1.52,0.12,0.19,1.83,USD,100649,2025-10-11,2025-10-08,2141
PO-202508-0374,2025-08-19,Thermaline Systems,Mexico,HRD512066,1/2 IN x 300FT PEX-B TUBING RED,89,67.35,1.62,0.00,68.97,USD,100047,2025-09-27,2025-09-24,89
PO-202508-0375,2025-08-19,Pacific Rim Tooling,Vietnam,HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),112,79.73,6.46,4.94,91.13,USD,100571,2025-09-26,2025-09-30,112
PO-202508-0376,2025-08-20,Larsen Brass & Bronze,USA,HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,66,102.51,0.00,0.00,102.51,USD,100205,2025-09-08,2025-09-06,66
PO-202508-0377,2025-08-25,Nordflow Valve Works,Germany,HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,477,10.92,0.56,0.29,11.77,USD,100571,2025-09-22,2025-09-22,477
PO-202508-0378,2025-08-25,Anhui Precision Fittings,China,HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,435,10.13,0.79,1.27,12.19,USD,100349,2025-10-17,2025-10-15,435
PO-202508-0379,2025-08-25,Kotara Steel Products,India,HRD900001,6 IN DUCTILE IRON MJ GATE VALVE (NEW SKU),15,566.11,47.55,32.83,646.49,USD,100571,2025-11-06,2025-11-06,15
PO-202508-0380,2025-08-25,Kotara Steel Products,India,HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),159,26.16,2.20,1.52,29.88,USD,100649,2025-11-06,2025-11-06,159
PO-202508-0381,2025-08-25,Anhui Precision Fittings,China,HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),97,24.80,1.93,3.10,29.83,USD,100571,2025-10-17,2025-10-15,88
PO-202509-0382,2025-09-01,Pacific Rim Tooling,Vietnam,HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,426,17.20,1.39,1.07,19.66,USD,100571,2025-10-09,2025-10-20,426
PO-202509-0383,2025-09-01,Thermaline Systems,Mexico,HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,1511,7.24,0.17,0.00,7.41,USD,100349,2025-10-10,2025-10-07,1511
PO-202509-0384,2025-09-01,Larsen Brass & Bronze,USA,HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,1936,2.44,0.00,0.00,2.44,USD,100933,2025-09-20,2025-10-01,1936
PO-202509-0385,2025-09-03,Cascade Copper Mills,USA,HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,13,299.57,0.00,0.00,299.57,USD,100205,2025-09-20,2025-09-19,13
PO-202509-0386,2025-09-03,Thermaline Systems,Mexico,HRD512066,1/2 IN x 300FT PEX-B TUBING RED,78,65.12,1.56,0.00,66.68,USD,100117,2025-10-12,2025-10-09,78
PO-202509-0387,2025-09-03,Nordflow Valve Works,Germany,HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,59,145.82,7.44,3.94,157.20,USD,100959,2025-10-01,2025-10-12,59
PO-202509-0388,2025-09-04,Gulf States Polymer,USA,HRD512066,1/2 IN x 300FT PEX-B TUBING RED,66,66.79,0.00,0.00,66.79,USD,100205,2025-10-17,2025-10-16,66
PO-202509-0389,2025-09-04,Kotara Steel Products,India,HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,308,7.53,0.63,0.44,8.60,USD,100933,2025-11-16,2025-11-23,308
PO-202509-0390,2025-09-05,Thermaline Systems,Mexico,HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,1444,7.31,0.18,0.00,7.49,USD,100571,2025-10-14,2025-10-13,1444
PO-202509-0391,2025-09-08,Kotara Steel Products,India,HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,411,7.75,0.65,0.45,8.85,USD,100117,2025-11-20,2025-12-01,411
PO-202509-0392,2025-09-09,Kotara Steel Products,India,HRD900001,6 IN DUCTILE IRON MJ GATE VALVE (NEW SKU),6,547.19,45.96,31.74,624.89,USD,100117,2025-11-21,2025-11-21,6
PO-202509-0393,2025-09-10,Anhui Precision Fittings,China,HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,1899,1.95,0.15,0.24,2.34,USD,100812,2025-11-02,2025-10-31,1899
PO-202509-0394,2025-09-11,Gulf States Polymer,USA,HRD290145,2 IN PVC DWV SANITARY TEE HUB,2527,4.89,0.00,0.00,4.89,USD,100117,2025-10-24,2025-10-24,2527
PO-202509-0395,2025-09-12,Gulf States Polymer,USA,HRD290145,2 IN PVC DWV SANITARY TEE HUB,1847,4.78,0.00,0.00,4.78,USD,100959,2025-10-25,2025-10-31,1847
PO-202509-0396,2025-09-12,Thermaline Systems,Mexico,HRD551201,50 GAL HEAT PUMP WATER HEATER 240V,9,1228.25,29.48,0.00,1257.73,USD,100959,2025-10-21,2025-10-19,9
